Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-01-02 00:00:00-05:00,84.37102307467147,84.82433726794585,84.34716571028618,84.720947265625,2028600,0.0,0.0,0.0
2015-01-05 00:00:00-05:00,84.86408015444552,85.29353082797152,84.82431991110192,85.23786163330078,1521700,0.0,0.0,0.0
2015-01-06 00:00:00-05:00,85.59568891828337,86.26372496872173,85.51616240614365,85.81041717529297,1890200,0.0,0.0,0.0
2015-01-07 00:00:00-05:00,85.5638330974895,85.89785398467558,85.46044929162288,85.79446411132812,1558000,0.0,0.0,0.0
2015-01-08 00:00:00-05:00,85.51619028911463,85.54800211783972,85.34122826486966,85.44461822509766,1671000,0.0,0.0,0.0
2015-01-09 00:00:00-05:00,85.54803755082051,85.96953383790621,85.46055650246441,85.86614990234375,1107800,0.0,0.0,0.0
2015-01-12 00:00:00-05:00,85.95362787892788,86.23992837831827,85.90590708403734,86.16835021972656,2700900,0.0,0.0,0.0
2015-01-13 00:00:00-05:00,86.0728620894594,86.39892261691507,85.98538110386504,86.24781799316406,1038800,0.0,0.0,0.0
2015-01-14 00:00:00-05:00,86.84428901406457,86.9635818366839,86.58980049063632,86.64546966552734,1545800,0.0,0.0,0.0
2015-01-15 00:00:00-05:00,86.69317583816363,87.40097211438264,86.63750667264587,87.38506317138672,1374100,0.0,0.0,0.0
2015-01-16 00:00:00-05:00,87.19420596768263,87.27373248717832,86.7329436601293,86.74089813232422,1689100,0.0,0.0,0.0
2015-01-20 00:00:00-05:00,86.9158780585723,87.21013291568514,86.81249416863383,86.93973541259766,1346200,0.0,0.0,0.0
2015-01-21 00:00:00-05:00,86.99541018007362,87.10674855099766,86.48643303656766,86.52619934082031,2298200,0.0,0.0,0.0
2015-01-22 00:00:00-05:00,86.7409206293784,86.76477798466627,86.20808613632877,86.31147003173828,1330800,0.0,0.0,0.0
2015-01-23 00:00:00-05:00,86.62957980396735,86.90792572024564,86.62957980396735,86.87611389160156,1248200,0.0,0.0,0.0
2015-01-26 00:00:00-05:00,86.81248601330817,86.899960947355,86.6057121853702,86.67728424072266,1546200,0.0,0.0,0.0
2015-01-27 00:00:00-05:00,87.15448051034514,87.24991601894689,86.70117246258965,86.7966079711914,863300,0.0,0.0,0.0
2015-01-28 00:00:00-05:00,86.8284132156111,87.58392454868473,86.8284132156111,87.46463775634766,3346300,0.0,0.0,0.0
2015-01-29 00:00:00-05:00,87.21808838255497,87.32147834834888,87.0192689929344,87.15446472167969,1393400,0.0,0.0,0.0
2015-01-30 00:00:00-05:00,87.894059553866,87.94972873168459,87.536187134673,87.91792297363281,2219800,0.0,0.0,0.0
2015-02-02 00:00:00-05:00,87.58497909628937,87.9434478786405,87.5690499865706,87.80802917480469,11544700,0.182,0.0,0.0
2015-02-03 00:00:00-05:00,87.40972563773602,87.41768715303436,87.05922448484579,87.06719207763672,1465200,0.0,0.0,0.0
2015-02-04 00:00:00-05:00,86.79631880294707,87.25834178622085,86.73259023749749,87.2105484008789,1655500,0.0,0.0,0.0
2015-02-05 00:00:00-05:00,87.01138099259849,87.04323919043702,86.80426624171349,86.89189147949219,1392700,0.0,0.0,0.0
2015-02-06 00:00:00-05:00,86.32632881553008,86.40598647852946,85.91209924394911,85.9200668334961,2016700,0.0,0.0,0.0
2015-02-09 00:00:00-05:00,86.19094118522135,86.19890877819623,85.87231039613894,85.8802719116211,1599900,0.0,0.0,0.0
2015-02-10 00:00:00-05:00,85.7368359367712,85.82446117623348,85.60141732214373,85.66514587402344,1244500,0.0,0.0,0.0
2015-02-11 00:00:00-05:00,85.7527674032987,85.83242505095726,85.48989169628544,85.6332778930664,1286100,0.0,0.0,0.0
2015-02-12 00:00:00-05:00,85.61735249885827,85.88022213975593,85.60141732214373,85.66514587402344,1845200,0.0,0.0,0.0
2015-02-13 00:00:00-05:00,85.63332623164216,85.67315811670035,85.37045037623989,85.37841796875,1302400,0.0,0.0,0.0
2015-02-17 00:00:00-05:00,85.28278841346078,85.3544845602326,84.6375534799632,84.7729721069336,2170100,0.0,0.0,0.0
2015-02-18 00:00:00-05:00,84.83673434659512,85.40231184627336,84.7570766566038,85.17926788330078,8204600,0.0,0.0,0.0
2015-02-19 00:00:00-05:00,85.099636862822,85.28284899946998,84.88455434719897,84.96421813964844,1459500,0.0,0.0,0.0
2015-02-20 00:00:00-05:00,85.2589383120054,85.40232460641029,84.74912172689756,84.9164047241211,1893000,0.0,0.0,0.0
2015-02-23 00:00:00-05:00,85.14736346706556,85.3305815374491,85.11549919058628,85.30667877197266,818200,0.0,0.0,0.0
2015-02-24 00:00:00-05:00,85.18722457915776,85.88025307867765,85.00400644587037,85.8722915649414,1180900,0.0,0.0,0.0
2015-02-25 00:00:00-05:00,85.856372451882,85.9917911406407,85.73688287106857,85.95196533203125,595300,0.0,0.0,0.0
2015-02-26 00:00:00-05:00,85.8244520109752,85.92004482858633,85.43412530800141,85.44209289550781,865900,0.0,0.0,0.0
2015-02-27 00:00:00-05:00,85.64126528296234,85.77668392304211,85.41822138695083,85.74481964111328,2901700,0.0,0.0,0.0
2015-03-02 00:00:00-05:00,85.67303954894777,85.69698013662048,85.09061307813664,85.1065673828125,10270800,0.17,0.0,0.0
2015-03-03 00:00:00-05:00,85.08262493643285,85.21825781838182,84.89114286267517,84.92305755615234,1224400,0.0,0.0,0.0
2015-03-04 00:00:00-05:00,85.07458786225342,85.1463973963431,84.86715162399723,84.98682403564453,1871100,0.0,0.0,0.0
2015-03-05 00:00:00-05:00,85.00282957360069,85.170377126019,84.8592165162272,85.03474426269531,2253200,0.0,0.0,0.0
2015-03-06 00:00:00-05:00,84.44430779250348,84.4602681760948,84.12517316591094,84.1650619506836,1734000,0.0,0.0,0.0
2015-03-09 00:00:00-04:00,84.49219327601169,84.55602264404297,84.37251473272896,84.55602264404297,1218100,0.0,0.0,0.0
2015-03-10 00:00:00-04:00,84.93100862014613,85.04270697345682,84.80335596797836,84.91505432128906,1309200,0.0,0.0,0.0
2015-03-11 00:00:00-04:00,84.88311962976685,85.13843096102995,84.83525065737447,85.0666275024414,945700,0.0,0.0,0.0
2015-03-12 00:00:00-04:00,85.37781551828286,85.41770431243368,85.01080574173237,85.14643859863281,916800,0.0,0.0,0.0
2015-03-13 00:00:00-04:00,85.05867081936248,85.31398222118708,84.97090695431928,85.0187759399414,846900,0.0,0.0,0.0
2015-03-16 00:00:00-04:00,85.33790696322082,85.44960530831234,85.17035944558354,85.31397247314453,639400,0.0,0.0,0.0
2015-03-17 00:00:00-04:00,85.50544862032007,85.52938310875588,85.38577009103811,85.48949432373047,768500,0.0,0.0,0.0
2015-03-18 00:00:00-04:00,85.7288484789157,86.55063783071579,85.47353711428067,86.4708480834961,1963600,0.0,0.0,0.0
2015-03-19 00:00:00-04:00,86.27143177052955,86.3990905642901,85.9522969603408,86.06399536132812,985600,0.0,0.0,0.0
2015-03-20 00:00:00-04:00,86.35121575701524,86.4150390625,86.26345186397954,86.4150390625,1194800,0.0,0.0,0.0
2015-03-23 00:00:00-04:00,86.49479428442027,86.56659775706346,86.32724067404587,86.52670288085938,795100,0.0,0.0,0.0
2015-03-24 00:00:00-04:00,86.53471233613755,86.79002380371094,86.46290883921324,86.79002380371094,584500,0.0,0.0,0.0
2015-03-25 00:00:00-04:00,86.79800933093813,86.83789813597787,86.4150390625,86.4150390625,1240200,0.0,0.0,0.0
