final_value,total_withdrawals,total_contributions,net_flow,total_rebalance_costs,months_survived,survived_full_period,total_return
0.0,119041.23524796881,8300,-110741.23524796881,76.12024336213736,82,False,-1.0
0.0,163024.83241872088,10800,-152224.83241872088,133.52170763844916,107,False,-1.0
0.0,122397.75007705097,8500,-113897.75007705097,50.93170880630422,84,False,-1.0
0.0,112409.53587220797,7900,-104509.53587220797,77.84584662811307,78,False,-1.0
0.0,141354.49627409506,9600,-131754.49627409506,80.53760767463937,95,False,-1.0
0.0,119041.23524796881,8300,-110741.23524796881,22.62336736533354,82,False,-1.0
0.0,153866.86652749742,10300,-143566.86652749742,75.08156515437022,102,False,-1.0
1981.2208560708648,187725.42765367476,12000,-175725.42765367476,156.89871626040855,120,True,-0.9801877914392914
0.0,155683.59611046608,10400,-145283.59611046608,117.12391657163666,103,False,-1.0
0.0,134362.84264718575,9200,-125162.84264718575,27.188760068552366,91,False,-1.0
15588.297169078372,187725.42765367476,12000,-175725.42765367476,173.4952019747307,120,True,-0.8441170283092163
0.0,159339.29017496872,10600,-148739.29017496872,114.96412622350479,105,False,-1.0
0.0,115711.90389682453,8100,-107611.90389682453,83.88497339603798,80,False,-1.0
0.0,144893.1954443714,9800,-135093.1954443714,105.99634984741775,97,False,-1.0
0.0,130909.42586877015,9000,-121909.42586877015,90.88740724212555,89,False,-1.0
0.0,134362.84264718575,9200,-125162.84264718575,82.51463581835048,91,False,-1.0
0.0,114057.36315834735,8000,-106057.36315834735,99.76687256919203,79,False,-1.0
0.0,115711.90389682453,8100,-107611.90389682453,40.0136063325868,80,False,-1.0
0.0,152057.5084931297,10200,-141857.5084931297,84.21652724186757,101,False,-1.0
0.0,114057.36315834735,8000,-106057.36315834735,28.02043394704826,79,False,-1.0
0.0,107506.06287547297,7600,-99906.06287547297,13.025932497846338,75,False,-1.0
0.0,163024.83241872088,10800,-152224.83241872088,90.80724312645495,107,False,-1.0
0.0,109133.91280565388,7700,-101433.91280565388,100.78826397440088,76,False,-1.0
0.0,119041.23524796881,8300,-110741.23524796881,86.92479748214376,82,False,-1.0
23814.605693322086,187725.42765367476,12000,-175725.42765367476,177.22785034573894,120,True,-0.7618539430667792
0.0,102662.03690107612,7300,-95362.03690107612,82.96956257435421,72,False,-1.0
55315.95443029551,187725.42765367476,12000,-175725.42765367476,230.560252095685,120,True,-0.4468404556970449
0.0,112409.53587220797,7900,-104509.53587220797,100.84190531630851,78,False,-1.0
0.0,119041.23524796881,8300,-110741.23524796881,85.55361641843457,82,False,-1.0
0.0,174262.99524870727,11400,-162862.99524870727,120.77164825336247,113,False,-1.0
0.0,136100.1104225868,9300,-126800.11042258679,72.13404033282565,92,False,-1.0
0.0,157507.72727463717,10500,-147007.72727463717,113.04285482354916,104,False,-1.0
15163.039687169787,187725.42765367476,12000,-175725.42765367476,175.68914502937804,120,True,-0.8483696031283021
0.0,161178.31508927376,10700,-150478.31508927376,163.24012067316048,106,False,-1.0
0.0,157507.72727463717,10500,-147007.72727463717,123.68663280016703,104,False,-1.0
0.0,107506.06287547297,7600,-99906.06287547297,76.27143251199038,75,False,-1.0
22035.320057966233,187725.42765367476,12000,-175725.42765367476,239.2075314480446,120,True,-0.7796467994203377
0.0,164878.87268833682,10900,-153978.87268833682,232.77826488816908,108,False,-1.0
42848.99104240996,187725.42765367476,12000,-175725.42765367476,281.4618091463269,120,True,-0.5715100895759004
0.0,104270.15166982613,7400,-96870.15166982613,102.06283529723565,73,False,-1.0
0.0,157507.72727463717,10500,-147007.72727463717,155.1860098087237,104,False,-1.0
0.0,159339.29017496872,10600,-148739.29017496872,81.41925389113334,105,False,-1.0
0.0,93149.4519440828,6700,-86449.4519440828,59.69476080566672,66,False,-1.0
0.0,134362.84264718575,9200,-125162.84264718575,150.88698415061208,91,False,-1.0
0.0,150255.4920966215,10100,-140155.4920966215,94.66879666747273,100,False,-1.0
0.0,119041.23524796881,8300,-110741.23524796881,81.52844877722316,82,False,-1.0
0.0,144893.1954443714,9800,-135093.1954443714,143.5612778103866,97,False,-1.0
0.0,112409.53587220797,7900,-104509.53587220797,60.109463951229706,78,False,-1.0
0.0,164878.87268833682,10900,-153978.87268833682,166.11907812927464,108,False,-1.0
13003.84975049133,187725.42765367476,12000,-175725.42765367476,156.70249565102696,120,True,-0.8699615024950867
0.0,136100.1104225868,9300,-126800.11042258679,98.38220521749503,92,False,-1.0
12188.141775997503,187725.42765367476,12000,-175725.42765367476,222.29667102242854,120,True,-0.878118582240025
0.0,132632.6239967394,9100,-123532.62399673939,87.78523551645858,90,False,-1.0
0.0,141354.49627409506,9600,-131754.49627409506,87.65623881391153,95,False,-1.0
0.0,141354.49627409506,9600,-131754.49627409506,120.90417527989048,95,False,-1.0
0.0,119041.23524796881,8300,-110741.23524796881,74.29018272289058,82,False,-1.0
0.0,120716.08089826099,8400,-112316.08089826099,120.66570175337006,83,False,-1.0
0.0,168609.64477050243,11100,-157509.64477050243,180.96396112554206,110,False,-1.0
0.0,153866.86652749742,10300,-143566.86652749742,107.73251323130717,102,False,-1.0
49163.50034123884,187725.42765367476,12000,-175725.42765367476,240.97488996323483,120,True,-0.5083649965876116
0.0,170486.438256948,11200,-159286.438256948,175.65467569658202,111,False,-1.0
0.0,127483.97735016765,8800,-118683.97735016765,82.62803012440489,87,False,-1.0
0.0,137844.45604195015,9400,-128444.45604195015,59.46787828754878,93,False,-1.0
0.0,170486.438256948,11200,-159286.438256948,176.56476402875177,111,False,-1.0
0.0,125781.67033298349,8700,-117081.67033298349,81.46983123470913,86,False,-1.0
0.0,125781.67033298349,8700,-117081.67033298349,127.66997609754145,86,False,-1.0
62439.792155685536,187725.42765367476,12000,-175725.42765367476,239.4251581591478,120,True,-0.37560207844314464
34585.23659743892,187725.42765367476,12000,-175725.42765367476,218.85362815644982,120,True,-0.6541476340256108
0.0,137844.45604195015,9400,-128444.45604195015,67.40745697244304,93,False,-1.0
0.0,125781.67033298349,8700,-117081.67033298349,49.86397062651475,86,False,-1.0
0.0,150255.4920966215,10100,-140155.4920966215,115.6262884416551,100,False,-1.0
0.0,150255.4920966215,10100,-140155.4920966215,142.5971189798933,100,False,-1.0
0.0,136100.1104225868,9300,-126800.11042258679,92.989798307006,92,False,-1.0
0.0,172370.87803237367,11300,-161070.87803237367,81.94551486403591,112,False,-1.0
0.0,146673.36518055366,9900,-136773.36518055366,93.12339271967762,98,False,-1.0
63633.074917874736,187725.42765367476,12000,-175725.42765367476,387.2601625946432,120,True,-0.3636692508212526
0.0,172370.87803237367,11300,-161070.87803237367,152.8916988797151,112,False,-1.0
0.0,157507.72727463717,10500,-147007.72727463717,124.88945643758244,104,False,-1.0
63532.047336254924,187725.42765367476,12000,-175725.42765367476,220.11327340599902,120,True,-0.3646795266374508
0.0,143120.2489118245,9700,-133420.2489118245,136.12440596238815,96,False,-1.0
0.0,102662.03690107612,7300,-95362.03690107612,62.13822078946504,72,False,-1.0
0.0,148460.78754859706,10000,-138460.78754859706,106.44404353813478,99,False,-1.0
0.0,157507.72727463717,10500,-147007.72727463717,98.04814313490209,104,False,-1.0
0.0,139595.90834128828,9500,-130095.90834128828,60.50494832765806,94,False,-1.0
0.0,119041.23524796881,8300,-110741.23524796881,78.23889722245843,82,False,-1.0
0.0,125781.67033298349,8700,-117081.67033298349,29.393603826775845,86,False,-1.0
0.0,157507.72727463717,10500,-147007.72727463717,129.61060867646782,104,False,-1.0
0.0,102662.03690107612,7300,-95362.03690107612,19.094673023391586,72,False,-1.0
0.0,170486.438256948,11200,-159286.438256948,109.51293966392306,111,False,-1.0
0.0,153866.86652749742,10300,-143566.86652749742,53.639742801537736,102,False,-1.0
0.0,137844.45604195015,9400,-128444.45604195015,49.982223209472025,93,False,-1.0
0.0,110768.39479795154,7800,-102968.39479795154,78.37241247333081,77,False,-1.0
0.0,163024.83241872088,10800,-152224.83241872088,168.61778531787817,107,False,-1.0
0.0,150255.4920966215,10100,-140155.4920966215,67.41634197854341,100,False,-1.0
0.0,110768.39479795154,7800,-102968.39479795154,97.97112303324198,77,False,-1.0
29979.133212369867,187725.42765367476,12000,-175725.42765367476,285.4819186477022,120,True,-0.7002086678763013
0.0,136100.1104225868,9300,-126800.11042258679,69.93742935286241,92,False,-1.0
0.0,130909.42586877015,9000,-121909.42586877015,105.64924582998728,89,False,-1.0
