month,portfolio_value,withdrawal,base_withdrawal,contribution,total_withdrawals,total_contributions,total_rebalance_costs,stocks_value,bonds_value,gold_value,cash_value,simulation
1,103649.7559225448,1200.0,1200.0,100,1200.0,100,0.0,51747.90993892431,30121.444417762712,21780.40156585778,0.0,8517
2,102237.63677829389,1204.8889485403781,1204.8889485403781,100,2404.888948540378,200,0.0,50686.2934451499,30189.9273261593,21361.416006984684,0.0,8517
3,99289.77866609447,1209.7978152622816,1209.7978152622816,100,3614.6867638026597,300,0.0,48344.37350103332,29710.463240581503,21234.94192447966,0.0,8517
4,102028.01521672549,1214.7266813148474,1214.7266813148474,100,4829.413445117507,400,0.0,51258.96937276697,29442.58320862295,21326.462635335534,0.0,8517
5,104930.12343306727,1219.6756281778244,1219.6756281778244,100,6049.089073295331,500,0.0,54035.77137053359,29114.30414680728,21780.047915726398,0.0,8517
6,103879.22362684649,2454.278829578072,1224.6447376629199,100,8503.367902873404,600,0.0,54624.99722639701,29007.691323269642,20246.535077179844,0.0,8517
7,100531.32772691062,1229.634091915152,1229.634091915152,100,9733.001994788556,700,0.0,51879.77745240126,28644.589169941257,20006.9611045681,0.0,8517
8,95220.08940735296,1234.6437734142085,1234.6437734142085,100,10967.645768202765,800,0.0,48789.6802704557,27377.930285898958,19052.478850998305,0.0,8517
9,96602.66555983058,1239.6738649758086,1239.6738649758086,100,12207.319633178573,900,0.0,50900.46822339625,27536.892328920534,18165.305007513798,0.0,8517
10,94110.43964115085,1244.7244497530737,1244.7244497530737,100,13452.044082931647,1000,0.0,48922.13388559488,27479.04206596806,17709.263689587922,0.0,8517
11,95519.28172569255,1249.7956112379013,1249.7956112379013,100,14701.839694169548,1100,0.0,51099.99687566229,27911.04007392354,16508.244776106723,0.0,8517
12,91675.32509952976,2514.887433262345,1254.887433262345,100,17216.727127431892,1200,0.0,48704.4709223762,27405.7647965862,15565.089380567355,0.0,8517
13,92410.9625350367,1260.0000000000005,1260.0000000000005,100,18476.727127431892,1300,0.0,49226.258928666684,27665.50495435095,15519.198652019053,0.0,8517
14,91248.0800538585,1265.1333959673973,1265.1333959673973,100,19741.86052339929,1400,0.0,48898.115144761636,27802.39835321366,14547.56655588321,0.0,8517
15,90757.74460625791,1270.287706025396,1270.287706025396,100,21012.148229424685,1500,0.0,48894.1674653438,27710.353827646595,14153.223313267526,0.0,8517
16,93355.11954278011,1275.4630153805902,1275.4630153805902,100,22287.611244805274,1600,0.0,50026.28749720343,28320.476480998215,15008.355564578467,0.0,8517
17,91873.07182102381,1280.659409586716,1280.659409586716,100,23568.27065439199,1700,0.0,47651.27751253582,29153.961487424884,15067.832821063123,0.0,8517
18,94182.7135619739,1285.8769745460663,1285.8769745460663,100,24854.147628938055,1800,0.0,50070.135839436974,28241.02501864161,15871.552703895302,0.0,8517
19,94420.41036485253,1291.1157965109103,1291.1157965109103,100,26145.263425448964,1900,0.0,49751.03800829905,28116.926182130534,16552.446174422963,0.0,8517
20,99597.70416112832,1296.3759620849194,1296.3759620849194,100,27441.639387533884,2000,26.974526214385996,49798.85208056416,29879.311248338494,19919.540832225666,0.0,8517
21,98545.94518307094,1301.6575582245996,1301.6575582245996,100,28743.296945758484,2100,26.974526214385996,50154.59712562648,29031.76619096994,19359.58186647452,0.0,8517
