,stocks,bonds,gold,cash
2015-04-09,0.004447575873625805,-0.004061607948143228,-0.007927608751493799,0.1053605363538842
2015-04-10,0.005189376899456221,-0.00027741503944942364,0.009173611346904613,-0.2876820724517809
2015-04-13,-0.004591806820961145,0.002033914351557556,-0.004409447390731536,-1.0986122886681098
2015-04-14,0.00162843225851382,0.0029497532505500966,-0.005434568565282116,0.6931471805599453
2015-04-15,0.005134989044995592,0.0005525231459098612,0.00726725079027736,0.4054651081081644
2015-04-16,-0.0007787467579851993,0.0007356962821331228,-0.002917276501128989,-0.40546510810816444
2015-04-17,-0.01137570418905323,0.002021123030017716,0.004081828620635487,0.2623643074516098
2015-04-20,0.009192748586536723,-0.0018372396163232592,-0.007845161517145325,0.0
2015-04-21,-0.001481702504767951,-0.0021167474562525756,0.007845161517145236,0.43078287310833535
2015-04-22,0.005074582853386292,-0.0058205787327256465,-0.013390441663967216,0.0
2015-04-23,0.0023549408425523675,0.0030532632562830352,0.006299101033358327,0.0
2015-04-24,0.0022502668247534868,0.0035044200271751595,-0.016205683354533523,-0.2876820724517809
2015-04-27,-0.004149913240734652,-0.0015669091068408734,0.023629518711741584,-0.1431008006565545
2015-04-28,0.0027654044373465075,-0.004620267838635407,0.008852869596814293,0.0
2015-04-29,-0.003747348127573222,-0.003711876605412241,-0.0034655955861370943,-1.46633708073346
2015-04-30,-0.010180553033248205,-0.0002789225476271841,-0.022908805191481592,0.5108255927219046
2015-05-01,0.010863776563455257,-0.0054824503000911705,-0.006703766742857445,-0.5108255927219046
2015-05-04,0.0029364331477630206,-0.0020619149023238586,0.010418125460371878,0.0
2015-05-05,-0.0119080033585301,-0.0016908246973494447,0.005378082159257571,0.9808292918168324
2015-05-06,-0.004465681140931977,-0.004900035104314978,-0.002433315523067671,0.22314348146501758
2015-05-07,0.003766710469475405,0.004241913595207041,-0.006659125353704526,-0.6931471805599453
2015-05-08,0.013368147987361164,0.0038488203807710273,0.005650406070161,-0.5108255927219046
2015-05-11,-0.005102556456082039,-0.009886834070971807,-0.004974106783250917,0.5108255927219046
2015-05-12,-0.002953996439367266,0.0007563991973155449,0.007913186088978619,0.9555114880115552
2015-05-13,-0.0003050012906516677,-0.0013248866543322452,0.02140276540104405,-0.26236430745161
2015-05-14,0.010721604261760033,0.003402938729022582,0.005728798596137671,0.0
2015-05-15,0.0007681188278664758,0.007145988878570336,8.158275327200206e-05,0.0
2015-05-18,0.003043312472570502,-0.006768338627586377,0.0018750657940217385,-0.22314348146501753
2015-05-19,-0.0006435815978420154,-0.004443329849388893,-0.01716888090960008,0.22314348146501758
2015-05-20,-0.0009309494507940488,0.0021766379600057614,0.0016557665506276972,0.2623643074516098
2015-05-21,0.0023351459087448084,0.0059388855373555365,-0.003729337524911823,0.0
2015-05-22,-0.0022363851494835974,-0.0022582842393056614,-8.301206705275282e-05,-0.26236430745161
2015-05-26,-0.010335204907502334,0.006197560747024534,-0.01430097352694823,0.0
2015-05-27,0.009120918929110081,-0.000561740823920284,-0.0010955517266055808,0.2623643074516098
2015-05-28,-0.0012675639174870542,0.0009362973584532932,0.0018533713577155101,-1.46633708073346
2015-05-29,-0.006338515184097658,0.0005613935728088569,0.0010936268834478497,0.0
2015-06-01,0.002057343499147661,-0.004422622915698646,-0.0009252434121427846,0.9808292918168324
2015-06-02,-0.0010091051653478204,-0.006986312274573679,0.004868987707043961,0.22314348146501758
2015-06-03,0.0021166294697559994,-0.008564604193364758,-0.007903206348653132,0.0
2015-06-04,-0.008660562215101069,0.004862139518471291,-0.008306478391888725,-0.6931471805599453
2015-06-05,-0.0014372152327325357,-0.007254008708112764,-0.00606137969172326,0.6931471805599453
2015-06-08,-0.006495560338305542,0.0014360264283356152,0.004613337822188803,0.0
2015-06-09,0.00041826551900276467,-0.003257757671258865,0.0034887060751304954,0.2623643074516098
2015-06-10,0.011970491752514406,-0.003846530629374967,0.007446870892935644,0.0
2015-06-11,0.0017371167565281324,0.007869745166985357,-0.005240883654242222,-0.48550778891662744
2015-06-12,-0.007018874653102703,-0.0005745611008221005,-0.0009326965120805852,-0.47000369909492773
2015-06-15,-0.004633289621771348,0.0023886212559499245,0.0054989349947638985,-0.5108255927219046
2015-06-16,0.005673730515753803,0.0038087177140641577,-0.004057870754626063,0.9808292918168324
2015-06-17,0.0019776843950728407,0.0005707411446896078,-0.0034791290925295453,-0.9808292918168325
2015-06-18,0.009854000054008836,-0.0007603669319763698,0.021111827743485453,0.0
2015-06-19,-0.00531761523794962,0.00530929706923765,0.0,0.0
2015-06-22,0.006076367981542122,-0.008451947683971723,-0.014925691467098958,0.0
2015-06-23,0.0006356664251933869,-0.0030559583335224194,-0.006356223197024235,0.9808292918168324
2015-06-24,-0.007380465718305258,0.0029610150094417226,-0.0030653768027383383,-0.47000369909492773
2015-06-25,-0.0029780041565964136,-0.0024826154325520815,-0.0009385057618116827,0.0
2015-06-26,-0.00039015574492238484,-0.0047924973535191226,0.0011943563947357445,0.0
2015-06-29,-0.02108696950861153,0.011557825007129189,0.004763108033599618,0.0
2015-06-30,0.0026549623524674106,-0.0027577208427627064,-0.005957464428335503,0.6931471805599453
2015-07-01,0.006912096434637041,-0.005240478565343559,-0.0021362964757819457,-1.20397277328185
2015-07-02,-0.00030807018954653404,0.003541098383728926,-0.005145808953403949,0.0
2015-07-06,-0.003869232698897424,0.007044618904059145,0.008476461823921842,0.5108255927219046
2015-07-07,0.006062560593868743,0.0026534913759169677,-0.01763258994680646,0.6931471805599453
2015-07-08,-0.016792964912141516,0.003965066674259209,0.009414090400743112,0.0
2015-07-09,0.0022596476448199895,-0.0069979846570954575,-0.003703271456771109,-0.22314348146501753
2015-07-10,0.012262986385007718,-0.006951851526431461,-0.001122328304907492,0.0
2015-07-13,0.011005268507355188,-0.002679699012692898,-0.002161789164397025,0.0
2015-07-14,0.00444327323650017,0.0031574490099996215,-0.0016460063008068057,0.22314348146501758
2015-07-15,-0.0007352563007372865,0.0038132627820885385,-0.005303292287155819,0.2623643074516098
2015-07-16,0.007982733444475738,-0.0003802203008196227,-0.0029680531118790564,-0.26236430745161
2015-07-17,0.00110557162445071,9.46163736421523e-05,-0.010546766320174742,0.2623643074516098
2015-07-20,0.0007709366240016023,-0.002000789647235923,-0.022426758700162933,0.5705448397788658
2015-07-21,-0.004270796242723094,0.00276209841893031,-0.002986226185725619,0.26570314143763396
2015-07-22,-0.00239056502019028,0.0012362078739299254,-0.010935045842920037,0.0
2015-07-23,-0.0056922102113794535,0.004075707649206917,0.0023794058603042695,0.0
2015-07-24,-0.010761020696661188,0.0009456070887470374,-0.007707896950271182,0.0
2015-07-27,-0.005791755065064178,0.003302735189912455,0.009990481826287456,-0.06899281826851879
2015-07-28,0.012310073801889353,-0.0028296832047295696,-0.0001823706384319658,0.42899560861245334
2015-07-29,0.007292142927383681,-0.0014186590739301028,-0.003289265328567696,0.045462379852401
2015-07-30,2.836690402236809e-05,0.0011350163797536979,-0.003942902550703331,0.28768201036360985
2015-07-31,-0.002274103801051709,0.005841822257351678,0.0059543068371229295,-0.03390155809859586
2015-08-03,-0.0027606939449045503,0.0030439526984867788,-0.005035948817230393,0.08269176070356286
2015-08-04,-0.0022522391669328678,-0.005172650189039589,0.0011925388068687703,0.17435341079741384
2015-08-05,0.003109838185490679,-0.0038738823647154414,-0.004594751903060489,0.0
2015-08-06,-0.007783195922562142,0.003496521792931138,0.004136225578011975,-0.9852836122308449
2015-08-07,-0.0028790228563377145,0.003954176355221152,0.0035709643265033203,0.6751286387719723
2015-08-10,0.012726835632025084,-0.00414295481459316,0.00918896146112403,0.16705405340198828
2015-08-11,-0.00960306468018227,0.0065824872939674595,0.003074443624916577,0.41058021930165806
2015-08-12,0.0009496036382146948,-0.00037509663047183246,0.01398622054471554,-0.08515774245081906
2015-08-13,-0.0012760258683812036,-0.0026281961538859966,-0.006699743964643952,-0.0809691403308942
2015-08-14,0.0039043322743591373,-0.0010352499022552991,-0.0025127239178519196,-0.036813957413660316
2015-08-17,0.005197891709402951,0.0017869191247383686,0.0051086386452189395,-0.2876820724517809
2015-08-18,-0.0026289829356331003,-0.0015985309767419928,-0.0013418618399914416,0.3483067271384244
2015-08-19,-0.008289136409597112,0.006097429538652927,0.009798760247176764,-0.7537718352465889
2015-08-20,-0.021325960454146156,0.0027082571114529844,0.02183246129993839,-0.9808292530117262
2015-08-21,-0.03236924252187817,0.004002631134200875,0.005707855724575729,0.28768207245178085
2015-08-24,-0.04021144434651928,0.0016705987295834019,-0.0053609736452838765,-0.2876820724517809
2015-08-25,-0.013614249742655897,-0.005486262910953407,-0.01326609907875266,1.2622417229931864
2015-08-26,0.03829129943453164,-0.0061738416551849334,-0.012020629120604693,0.03704127807021234
2015-08-27,0.02400725448969004,-0.0005631449066135094,-0.0019581236090830427,-0.09531015948455974
2015-08-28,0.0006085511568762156,0.00018792832237547925,0.009487946300354527,0.0
2015-08-31,-0.008427078663984055,-0.001691111135127867,-0.0013246789876694932,-2.8134107229688534
2015-09-01,-0.030022649842427997,0.0044818279936862295,0.006254679083375538,2.5389738302107943
2015-09-02,0.01812767142321464,-0.002722145175519731,-0.005459639578781788,-0.41871028780188607
2015-09-03,0.0011641156994188924,0.0024408475112200744,-0.007800809896323428,-0.5108256610188938
2015-09-04,-0.015448308754276238,0.0030900193571817966,-0.0027625341162804407,0.5108256610188938
2015-09-08,0.024773637197038505,-0.004404115211258638,-0.00017844816814424258,0.0
2015-09-09,-0.013995035769084717,0.0003761911095178722,-0.016377648027910367,0.3364722259775264
2015-09-10,0.005264075444935658,-0.0022557076540577177,0.0066013252241179255,-0.8472978869964203
2015-09-11,0.004477006444986281,0.002630512921507911,-0.005422516675857549,0.4274440391223113
2015-09-14,-0.00409804122304381,0.0009382638490654703,0.0037988027454549534,0.08338162189658237
2015-09-15,0.01274968763143236,-0.007905118192370624,-0.004433305016104712,0.841567142002401
2015-09-16,0.0086677407153759,-0.0002838619912683344,0.014761656297426292,-0.09015108002810844
2015-09-17,-0.002564344442560099,0.008282571704137941,-0.0016989964683834105,-2.8716796043832007
2015-09-18,-0.01629623095438354,0.004676043438255725,0.0184450795810628,1.20397277328185
2015-09-21,0.004555392033672697,-0.00570789880782016,-0.004402965995982146,0.2623643074516098
2015-09-22,-0.012394930019378313,0.0049612668720784535,-0.007174182201744282,-1.46633708073346
2015-09-23,-0.002050744229593947,-0.0011214811698621176,0.005849503214074751,0.0
2015-09-24,-0.00336865187130644,0.0014944689700220847,0.019428346289593987,0.5108255927219046
2015-09-25,-0.00046590180122054944,-0.0026159682730236464,-0.006783266867504336,1.3862943611198906
2015-09-28,-0.026001211162809106,0.005691126096087411,-0.012291638511556624,-0.43078287310833546
2015-09-29,0.001232093912981713,0.0034369116210774733,-0.004338039176050699,-1.46633708073346
2015-09-30,0.01889589860356512,0.00018444128877677314,-0.010345205714490345,0.5108255927219046
2015-10-01,0.001971938678337173,0.0007798983279418089,-0.0011661201093563032,1.2809338247660065
2015-10-02,0.014213793016405511,0.004813037839157969,0.020344525396983844,-0.8109301256710786
2015-10-05,0.018124593518502156,-0.005555261630914737,0.0008790436760322062,0.0
2015-10-06,-0.0035946893441432997,0.0020405581469372545,0.007615313750683251,-0.47000369909492773
2015-10-07,0.008003519857552759,-0.00250460711906208,0.001916501261825459,0.0
2015-10-08,0.008779780144558488,-0.0026044406488073503,-0.003749447580152806,-0.5108255927219046
2015-10-09,0.0007248485605153577,0.0005585839852246271,0.010082743094216015,0.0
2015-10-12,0.0012746644773328382,0.0033453183689000766,0.007409973000988005,1.20397277328185
2015-10-13,-0.006848823690127077,0.0009269412853258839,0.0007723211314338696,-0.6931471805599453
2015-10-14,-0.0047274309119391435,0.005452919286628649,0.012191571448331816,0.6931471805599453
2015-10-15,0.014743551351355088,-0.0034163004406889005,0.006587902904208858,-0.6931471805599453
2015-10-16,0.004560061373697022,-0.0008320639958874407,-0.0036264419486807366,0.0
2015-10-19,0.0002705089438730595,-0.0004634622869591331,-0.008740287853461832,0.0
2015-10-20,-0.0014221010558937615,-0.00343219946407406,0.003997752165893153,0.6931471805599453
2015-10-21,-0.005842448911134253,0.003432199464074193,-0.008867746141184144,-0.6931471805599453
2015-10-22,0.016490847012594123,0.0010180735179246448,-0.0008568246783460413,0.0
2015-10-23,0.010969953969042788,-0.005659356354932654,-0.002832678595479044,-0.5108255927219046
2015-10-26,-0.0019149330011001104,0.002602547756106411,0.0031755174900332073,0.9808292918168324
2015-10-27,-0.00255738586508774,0.0025021973678607556,-0.00017135244509453186,0.22314348146501758
2015-10-28,0.011770488488143476,-0.005197331425555576,0.008788764836116568,1.2527629951045847
2015-10-29,-0.00044987538066072313,-0.006161076217903584,-0.02572961739509339,0.41494383599676604
2015-10-30,-0.004821481688425431,0.0019646718498880006,-0.004980961312634337,0.2492158577778622
2015-11-02,0.011803876338814608,-0.0028767902625852076,-0.0050058955364459265,-0.24921585777786223
2015-11-03,0.0027243529250675206,-0.002631238991405478,-0.01920067667017338,0.09015108002810841
2015-11-04,-0.003551666939647187,-0.001035718967112999,-0.006934734272126623,-0.05310980195789599
2015-11-05,-0.0011327897564983025,-0.0006597985210834099,-0.001899657328927695,-0.3184537480516726
2015-11-06,-0.00034768178002366065,-0.006809889238123763,-0.015328811851509786,0.6015799946891611
2015-11-09,-0.009871290656502512,-0.0017095635232810286,0.0002758435578281864,0.02702872682138422
2015-11-10,0.0015094551534496445,0.0018997429862289282,0.0002756553127857822,0.5108255840295617
2015-11-11,-0.003233307321568946,-0.0004750682058709108,-0.0032215041504368553,-0.01612935430821936
2015-11-12,-0.014089163336632673,0.000569875558834577,-0.003601853207094119,0.0
2015-11-13,-0.011270640432155438,0.0037872633602989377,0.0,-0.08479658168840751
2015-11-16,0.014793302794234362,0.001322686792608445,0.002679514048333107,-0.1424203487881611
2015-11-17,-0.0013402770182465746,-0.000283088184572785,-0.013938156030505203,0.3203073656573454
2015-11-18,0.016033229877172244,-0.00047202153908248556,9.365862579947371e-05,-0.09309043518077673
2015-11-19,-0.0011237403289792015,0.002170061992960002,0.008570903001564972,-0.33484757393447934
2015-11-20,0.0038029552801494165,-0.0013209936229853787,-0.0014853099349744917,0.055262707807329114
2015-11-23,-0.0012356238416840882,0.001320993622985404,-0.008958603455463966,0.12136080206911065
2015-11-24,0.0012212499449607925,0.0009423090488367944,0.007005773045099333,0.3764775837568966
2015-11-25,-0.00012914061496715576,0.000564781731591797,-0.00354350309386584,0.1343480542006765
2015-11-27,0.0005934415594808398,0.0010345758449246344,-0.013448313986904855,-0.08961216401153048
2015-11-30,-0.004651800139618441,0.0003760732914921469,0.009048221633438932,0.06062465468664365
2015-12-01,0.01062393894673922,0.005304708446824947,-0.00187828746833272,0.1774075026984023
2015-12-02,-0.011056592639448921,-0.002813734032988028,-0.009065310104538793,-0.014888568817933094
2015-12-03,-0.014477826444150087,-0.010571641558642214,0.007089211925615804,-0.010050356173266608
2015-12-04,0.02031785636385123,0.003694127504556994,0.021247700237913326,0.03474294513984603
2015-12-07,-0.007014043960397749,0.003208930035394234,-0.00749688873296108,0.13657554119201387
2015-12-08,-0.006511052625594547,0.0005656637133111053,-9.28838970668577e-05,0.13140149381246904
2015-12-09,-0.007769086365692726,0.0015059281449022253,0.001207044803292825,-0.08972877541279216
2015-12-10,0.0022488565785946774,-0.0021656188178914605,-0.00418469025807936,-0.06317890294372862
2015-12-11,-0.01961386775581532,0.007979675568192898,0.0035349328234069743,-0.07678716359298624
2015-12-14,0.0047442880640680245,-0.007413958679784502,-0.011393542545885472,-0.07302513819482188
2015-12-15,0.010562580105914385,-0.0025469588201870092,-0.0016919789508065548,0.23319389258631526
2015-12-16,0.014410635650771483,-0.0026480148908232057,0.014106427960112739,-0.06187540625445534
2015-12-17,-0.015154776635876313,0.004158544770602807,-0.025555647189986472,-0.0982933481370381
2015-12-18,-0.017957495007106937,0.003575765425658135,0.01454905431330043,-0.1965062065771376
2015-12-21,0.0077483067271562,0.0004704492460658317,0.01461789766718511,-0.13434805420067655
2015-12-22,0.008778095591568889,-0.00282193580198505,-0.006584134088142776,0.23225230535955257
2015-12-23,0.012341596527553888,-0.0022625842061679757,-0.005036876826985434,-0.015666148440351677
2015-12-24,-0.0015999154038633197,0.0018329199181926555,0.007267270264383618,-0.03753791589055529
2015-12-28,-0.002180936456306017,0.00018780652429686918,-0.006239207578959481,0.0375379158905552
2015-12-29,0.010573664173022947,-0.005297233708257142,0.0065177139481654685,0.12361398514937719
2015-12-30,-0.007243398783778549,0.0003791974318941532,-0.01628032272881288,-0.09763852287755233
2015-12-31,-0.009456485041467845,0.0011373544871796158,0.00018871273389700527,-0.27578723523235904
2016-01-04,-0.015422041797805928,0.004252707524104732,0.01386172479955186,0.04621283795856271
2016-01-05,0.0020102041393599396,-0.0002826558174542686,0.0030648260146564294,0.2795848458056088
2016-01-06,-0.01320216300262602,0.006018733458646403,0.012440836582072724,0.0
2016-01-07,-0.023985816519344776,0.0021543019329359563,0.01436642906297819,-0.07598591080363738
2016-01-08,-0.010897537445847908,0.0025230974602163288,-0.008977527848297442,0.0
2016-01-11,0.0008529082958226729,-0.003178711820328872,-0.0011849327360058722,-0.08223810271852436
2016-01-12,0.00777251411777486,0.004484037351098642,-0.009990481826287485,0.18232154260237213
2016-01-13,-0.025282375077909022,0.003907095564588884,0.0017486769311837599,0.023530545265529484
2016-01-14,0.016558060934383972,-0.0020445697982576744,-0.012584579364650109,0.11000085622873218
2016-01-15,-0.021835772698162375,0.004640409159161039,0.01625599239180944,-0.07346710761272778
2016-01-19,0.0005316801874288286,-0.0012964226401146783,-0.0014669256944553847,0.03090753368621771
2016-01-20,-0.011762766025898373,0.004902113821807438,0.0156579905176128,0.09531012679624117
2016-01-21,0.005181988635948063,-0.0024943398440711246,-0.007252320951077914,0.0760823483116044
2016-01-22,0.02008072688221347,-0.0022231536049256936,-0.0017302053011144954,0.053488634916561174
2016-01-25,-0.015761545172821467,0.00333222730183849,0.008169238859200036,-0.0461893177471587
2016-01-26,0.014045237830367907,0.0007390763847340397,0.013914673700546146,0.08701139505164275
2016-01-27,-0.010922922300528425,0.0007379225053967223,-0.005004904333480651,0.0
2016-01-28,0.005513350717591524,0.0012911833359799,-0.0004480889181392674,0.05826883314958008
2016-01-29,0.024458650994556432,0.005329957563423913,0.0007168896616390326,-0.05826883314957995
2016-02-01,-0.00044333484554180534,-0.002306452365058216,0.01024827376073344,-0.01680720250373277
2016-02-02,-0.01892096871823143,0.007058831242433445,-0.0005320819267533649,0.11211738230805766
2016-02-03,0.0049796200215740235,-0.0010973982556910444,0.012342569977745608,0.009049808670979587
2016-02-04,0.0015255682925234377,0.0023751896154005636,0.01418086888457877,-0.16269563218368857
2016-02-05,-0.018654158276351848,0.0012760750296464166,0.00017281959106493736,-0.017825767285058483
2016-02-08,-0.014255057923057347,0.0074439006978623485,0.03404834929990521,-0.06693950906344193
2016-02-09,-0.0006638406467602255,0.0001810920518801346,0.0006675513608169836,0.1431009200568845
2016-02-10,-0.00018896813076091644,0.00297973399319414,-0.003342528526259136,-0.006689001485168603
2016-02-11,-0.012377447329256216,0.0045873048195113715,0.043567091125364873,-0.08762171073587674
2016-02-12,0.01933001520704595,-0.007657240660442295,-0.007076868158539852,-0.01104980343678087
2016-02-16,0.016381737741684915,-0.0029889946205275734,-0.025501955096164056,0.01104980343678087
2016-02-17,0.016346110625641338,-0.0024512245722153126,0.0026456825451971347,0.07070084997239183
2016-02-18,-0.004676632123934705,0.004625398460945438,0.012309362957954846,-0.017212215055830597
2016-02-19,-2.60332818018429e-05,0.0,0.003500959267383596,-0.017513566403900064
2016-02-22,0.014350731099076084,-0.0009955263435029054,-0.017132288543675846,0.034725781459730515
2016-02-23,-0.01253257757078849,0.001990657630753023,0.010527318680876351,0.08187869539823345
2016-02-24,0.0044299600346319485,0.0,0.013328033410348807,-0.009478716285420893
2016-02-25,0.011284366730450844,0.0029792964018867988,-0.0004037304909403373,-0.01600032608667548
2016-02-26,-0.0018718653295646535,-0.004879333249552851,-0.0149717217583961,-0.022839489431564726
2016-02-29,-0.008154131091571704,0.0016288360880699466,0.011492953798612126,0.016366961816421253
2016-03-01,0.023588385401618943,-0.007846425246755854,-0.0029218229364777115,0.03822119588705989
2016-03-02,0.0040859498611017005,-0.001735674498859241,0.008739981710060525,-0.05458815770348114
2016-03-03,0.003492634320316937,0.0011880049715334942,0.013048052901100447,-0.14157874004712842
2016-03-04,0.0033004398659416986,-0.0033852443409010326,0.009892060054906658,0.007575696313235082
2016-03-07,0.0008846228008639487,-0.002018436339508932,-0.005290031133051419,0.0
2016-03-08,-0.011303756056006186,0.005768541313869553,-0.0008711643665365201,0.14058202805376344
2016-03-09,0.00503967278281425,-0.00393337616952053,-0.004367339380404757,-0.05735136297027312
2016-03-10,0.00015579279712262694,-0.0035807773017362265,0.012180823359887589,0.050772378650403016
2016-03-11,0.016262545588851488,-0.0028561798988690082,-0.010511061395113142,0.016366961816421253
2016-03-14,-0.0012617686166117468,0.0007375278038105908,-0.011425897862328808,0.0
2016-03-15,-0.0018386309343179589,-0.00018409292633597774,-0.011314166048867756,0.053725368094985085
2016-03-16,0.005584727881779697,0.0052416362907333385,-0.0008943982001956458,-0.08004263125732523
2016-03-17,0.006573583068596323,0.0010998290349715383,0.02823184571645773,-0.08701139505164282
2016-03-18,0.004395967251026178,0.0017393552049262012,-0.00849780832604257,0.018018488085736917
2016-03-21,0.0009850919042923014,-0.0028391842398976888,-0.008007729856973357,0.028170829661421794
2016-03-22,-0.0008777728967722512,-0.00211165158392731,0.0035312254541069133,0.024014874800751256
2016-03-23,-0.00640650953066712,0.00458473984513866,-0.019823458291528016,-0.0068026597449207206
2016-03-24,-0.0003781417793768198,-0.0010065742699476904,-0.0018812543119597132,-0.06340153280298931
